species	taxid	in_refseq_protein	total	NP_	XP_	WP_	YP_	OTHER	XP_ratio
Hubei permutotetra-like virus 5	1923079	YES	2	0	0	0	2	0	0.0000
Hubei permutotetra-like virus 6	1923080	YES	2	0	0	0	2	0	0.0000
Hubei permutotetra-like virus 7	1923081	YES	2	0	0	0	2	0	0.0000
Hubei permutotetra-like virus 8	1923082	YES	3	0	0	0	3	0	0.0000
Hubei permutotetra-like virus 9	1923083	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 1	1923088	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 10	1923089	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 11	1923090	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 12	1923091	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 13	1923092	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 14	1923093	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 15	1923094	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 16	1923095	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 17	1923096	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 18	1923097	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 2	1923099	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 20	1923100	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 21	1923101	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 22	1923102	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 24	1923104	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 25	1923105	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 26	1923106	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 27	1923107	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 28	1923108	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 29	1923109	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 30	1923110	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 31	1923111	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 32	1923112	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 33	1923113	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 34	1923114	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 35	1923115	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 36	1923116	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 37	1923117	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 38	1923118	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 39	1923119	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 4	1923120	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 40	1923121	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 41	1923122	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 42	1923123	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 43	1923124	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 44	1923125	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 45	1923126	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 46	1923127	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 47	1923128	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 48	1923129	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 49	1923130	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 5	1923131	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 50	1923132	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 51	1923133	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 52	1923134	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 53	1923135	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 54	1923136	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 55	1923137	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 56	1923138	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 58	1923140	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 59	1923141	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 6	1923142	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 60	1923143	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 61	1923144	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 62	1923145	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 63	1923146	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 64	1923147	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 65	1923148	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 66	1923149	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 67	1923150	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 68	1923151	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 69	1923152	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 7	1923153	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 70	1923154	YES	4	0	0	0	4	0	0.0000
Hubei picorna-like virus 71	1923155	YES	4	0	0	0	4	0	0.0000
Hubei picorna-like virus 72	1923156	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 73	1923157	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 74	1923158	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 75	1923159	YES	5	0	0	0	5	0	0.0000
Hubei picorna-like virus 76	1923160	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 77	1923161	YES	4	0	0	0	4	0	0.0000
Hubei picorna-like virus 78	1923162	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 79	1923163	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 8	1923164	YES	2	0	0	0	2	0	0.0000
Hubei picorna-like virus 80	1923165	YES	1	0	0	0	1	0	0.0000
Hubei picorna-like virus 81	1923166	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 82	1923167	YES	3	0	0	0	3	0	0.0000
Hubei picorna-like virus 9	1923168	YES	1	0	0	0	1	0	0.0000
Hubei polero-like virus 1	1923169	YES	3	0	0	0	3	0	0.0000
Hubei polero-like virus 2	1923170	YES	5	0	0	0	5	0	0.0000
Hubei rhabdo-like virus 1	1923185	YES	5	0	0	0	5	0	0.0000
Hubei rhabdo-like virus 2	1923186	YES	4	0	0	0	4	0	0.0000
Hubei rhabdo-like virus 3	1923187	YES	6	0	0	0	6	0	0.0000
Hubei rhabdo-like virus 4	1923188	YES	3	0	0	0	3	0	0.0000
Hubei rhabdo-like virus 5	1923189	YES	1	0	0	0	1	0	0.0000
Hubei rhabdo-like virus 6	1923190	YES	2	0	0	0	2	0	0.0000
Hubei rhabdo-like virus 7	1923191	YES	3	0	0	0	3	0	0.0000
Hubei rhabdo-like virus 8	1923192	YES	1	0	0	0	1	0	0.0000
Hubei rhabdo-like virus 9	1923193	YES	7	0	0	0	7	0	0.0000
Hubei sobemo-like virus 1	1923194	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 10	1923195	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 11	1923196	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 12	1923197	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 13	1923198	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 14	1923199	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 15	1923200	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 16	1923201	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 18	1923203	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 19	1923204	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 2	1923205	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 20	1923206	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 22	1923208	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 23	1923209	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 24	1923210	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 25	1923211	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 26	1923212	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 27	1923213	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 28	1923214	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 29	1923215	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 3	1923216	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 30	1923217	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 31	1923218	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 32	1923219	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 33	1923220	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 34	1923221	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 35	1923222	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 36	1923223	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 37	1923224	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 38	1923225	YES	3	0	0	0	3	0	0.0000
Hubei sobemo-like virus 40	1923228	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 41	1923229	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 42	1923230	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 43	1923231	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 44	1923232	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 45	1923233	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 46	1923234	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 47	1923235	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 48	1923236	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 49	1923237	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 5	1923238	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 6	1923239	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 7	1923240	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 8	1923241	YES	2	0	0	0	2	0	0.0000
Hubei sobemo-like virus 9	1923242	YES	2	0	0	0	2	0	0.0000
Hubei tetragnatha maxillosa virus 1	1923243	YES	1	0	0	0	1	0	0.0000
Hubei tetragnatha maxillosa virus 2	1923244	YES	1	0	0	0	1	0	0.0000
Hubei tetragnatha maxillosa virus 3	1923245	YES	1	0	0	0	1	0	0.0000
Hubei tetragnatha maxillosa virus 4	1923246	YES	1	0	0	0	1	0	0.0000
Hubei tetragnatha maxillosa virus 5	1923247	YES	1	0	0	0	1	0	0.0000
Hubei tetragnatha maxillosa virus 6	1923248	YES	3	0	0	0	3	0	0.0000
Hubei tetragnatha maxillosa virus 7	1923249	YES	3	0	0	0	3	0	0.0000
Hubei tetragnatha maxillosa virus 8	1923250	YES	4	0	0	0	4	0	0.0000
Hubei tick virus 1	1923252	YES	1	0	0	0	1	0	0.0000
Hubei tick virus 2	1923253	YES	1	0	0	0	1	0	0.0000
Hubei tick virus 3	1923254	YES	1	0	0	0	1	0	0.0000
Hubei tombus-like virus 1	1923255	YES	4	0	0	0	4	0	0.0000
Hubei tombus-like virus 10	1923256	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 11	1923257	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 12	1923258	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 13	1923259	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 14	1923260	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 15	1923261	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 16	1923262	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 17	1923263	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 18	1923264	YES	4	0	0	0	4	0	0.0000
Hubei tombus-like virus 19	1923265	YES	4	0	0	0	4	0	0.0000
Hubei tombus-like virus 2	1923266	YES	4	0	0	0	4	0	0.0000
Hubei tombus-like virus 20	1923267	YES	4	0	0	0	4	0	0.0000
Hubei tombus-like virus 21	1923268	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 22	1923269	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 23	1923270	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 24	1923271	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 25	1923272	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 26	1923273	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 27	1923274	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 28	1923275	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 29	1923276	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 3	1923277	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 30	1923278	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 31	1923279	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 32	1923280	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 33	1923281	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 34	1923282	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 36	1923284	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 37	1923285	YES	1	0	0	0	1	0	0.0000
Hubei tombus-like virus 38	1923286	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 39	1923287	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 4	1923288	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 40	1923289	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 42	1923290	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 43	1923291	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 5	1923292	YES	2	0	0	0	2	0	0.0000
Hubei tombus-like virus 6	1923293	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 7	1923294	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 8	1923295	YES	3	0	0	0	3	0	0.0000
Hubei tombus-like virus 9	1923296	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 10	1923298	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 12	1923300	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 13	1923301	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 15	1923303	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 16	1923304	YES	3	0	0	0	3	0	0.0000
Hubei toti-like virus 17	1923305	YES	3	0	0	0	3	0	0.0000
Hubei toti-like virus 18	1923306	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 19	1923307	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 2	1923308	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 20	1923309	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 21	1923310	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 24	1923313	YES	2	0	0	0	2	0	0.0000
Hubei toti-like virus 5	1923316	YES	1	0	0	0	1	0	0.0000
Hubei toti-like virus 9	1923320	YES	1	0	0	0	1	0	0.0000
Hubei unio douglasiae virus 1	1923321	YES	3	0	0	0	3	0	0.0000
Hubei unio douglasiae virus 2	1923322	YES	3	0	0	0	3	0	0.0000
Hubei unio douglasiae virus 3	1923323	YES	2	0	0	0	2	0	0.0000
Hubei virga-like virus 1	1923324	YES	2	0	0	0	2	0	0.0000
Hubei virga-like virus 11	1923326	YES	4	0	0	0	4	0	0.0000
Hubei virga-like virus 12	1923327	YES	6	0	0	0	6	0	0.0000
Hubei virga-like virus 15	1923330	YES	3	0	0	0	3	0	0.0000
Hubei virga-like virus 16	1923331	YES	6	0	0	0	6	0	0.0000
Hubei virga-like virus 17	1923332	YES	3	0	0	0	3	0	0.0000
Hubei virga-like virus 18	1923333	YES	5	0	0	0	5	0	0.0000
Hubei virga-like virus 2	1923335	YES	2	0	0	0	2	0	0.0000
Hubei virga-like virus 21	1923336	YES	4	0	0	0	4	0	0.0000
Hubei virga-like virus 23	1923338	YES	6	0	0	0	6	0	0.0000
Hubei virga-like virus 7	1923340	YES	3	0	0	0	3	0	0.0000
Hubei virga-like virus 9	1923342	YES	4	0	0	0	4	0	0.0000
Hubei yanvirus-like virus 1	1923343	YES	3	0	0	0	3	0	0.0000
Hubei zhaovirus-like virus 1	1923344	YES	2	0	0	0	2	0	0.0000
Hubei zhaovirus-like virus 2	1923345	YES	2	0	0	0	2	0	0.0000
Jingmen picorna-like virus	1923350	YES	1	0	0	0	1	0	0.0000
Jingmen tombus-like virus 1	1923351	YES	2	0	0	0	2	0	0.0000
Sanxia Qinvirus-like virus 1	1923354	YES	2	0	0	0	2	0	0.0000
Sanxia atyid shrimp virus 1	1923355	YES	5	0	0	0	5	0	0.0000
Sanxia atyid shrimp virus 2	1923356	YES	1	0	0	0	1	0	0.0000
Sanxia atyid shrimp virus 3	1923357	YES	2	0	0	0	2	0	0.0000
Sanxia atyid shrimp virus 4	1923358	YES	3	0	0	0	3	0	0.0000
Sanxia narna-like virus 1	1923360	YES	2	0	0	0	2	0	0.0000
Sanxia permutotetra-like virus 1	1923365	YES	3	0	0	0	3	0	0.0000
Sanxia picorna-like virus 1	1923366	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 10	1923367	YES	1	0	0	0	1	0	0.0000
Sanxia picorna-like virus 11	1923368	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 12	1923369	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 13	1923370	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 2	1923371	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 3	1923372	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 4	1923373	YES	1	0	0	0	1	0	0.0000
Sanxia picorna-like virus 5	1923374	YES	2	0	0	0	2	0	0.0000
Sanxia picorna-like virus 8	1923377	YES	1	0	0	0	1	0	0.0000
Sanxia picorna-like virus 9	1923378	YES	2	0	0	0	2	0	0.0000
Sanxia sobemo-like virus 1	1923380	YES	3	0	0	0	3	0	0.0000
Sanxia sobemo-like virus 2	1923381	YES	2	0	0	0	2	0	0.0000
Sanxia sobemo-like virus 3	1923382	YES	2	0	0	0	2	0	0.0000
Sanxia sobemo-like virus 4	1923383	YES	2	0	0	0	2	0	0.0000
Sanxia sobemo-like virus 5	1923384	YES	2	0	0	0	2	0	0.0000
Sanxia tombus-like virus 1	1923385	YES	3	0	0	0	3	0	0.0000
Sanxia tombus-like virus 2	1923386	YES	3	0	0	0	3	0	0.0000
Sanxia tombus-like virus 3	1923387	YES	2	0	0	0	2	0	0.0000
Sanxia tombus-like virus 4	1923388	YES	3	0	0	0	3	0	0.0000
Sanxia tombus-like virus 5	1923389	YES	2	0	0	0	2	0	0.0000
Sanxia tombus-like virus 6	1923390	YES	2	0	0	0	2	0	0.0000
Sanxia tombus-like virus 7	1923391	YES	4	0	0	0	4	0	0.0000
Sanxia tombus-like virus 8	1923392	YES	2	0	0	0	2	0	0.0000
Sanxia tombus-like virus 9	1923393	YES	3	0	0	0	3	0	0.0000
Sanxia water strider virus 10	1923394	YES	3	0	0	0	3	0	0.0000
Sanxia water strider virus 13	1923397	YES	1	0	0	0	1	0	0.0000
Sanxia water strider virus 14	1923398	YES	4	0	0	0	4	0	0.0000
Sanxia water strider virus 15	1923399	YES	2	0	0	0	2	0	0.0000
Sanxia water strider virus 16	1923400	YES	1	0	0	0	1	0	0.0000
Sanxia water strider virus 17	1923401	YES	2	0	0	0	2	0	0.0000
Sanxia water strider virus 19	1923403	YES	3	0	0	0	3	0	0.0000
Sanxia water strider virus 20	1923404	YES	2	0	0	0	2	0	0.0000
Sanxia water strider virus 21	1923405	YES	1	0	0	0	1	0	0.0000
Sanxia water strider virus 7	1923406	YES	3	0	0	0	3	0	0.0000
Sanxia water strider virus 8	1923407	YES	1	0	0	0	1	0	0.0000
Sanxia water strider virus 9	1923408	YES	1	0	0	0	1	0	0.0000
Shahe arthropod virus 1	1923409	YES	2	0	0	0	2	0	0.0000
Shahe endorna-like virus 1	1923414	YES	1	0	0	0	1	0	0.0000
Shahe hepe-like virus 1	1923415	YES	5	0	0	0	5	0	0.0000
Shahe hepe-like virus 2	1923416	YES	6	0	0	0	6	0	0.0000
Shahe heteroptera virus 1	1923417	YES	1	0	0	0	1	0	0.0000
Shahe heteroptera virus 2	1923418	YES	1	0	0	0	1	0	0.0000
Shahe heteroptera virus 3	1923419	YES	3	0	0	0	3	0	0.0000
Shahe heteroptera virus 4	1923420	YES	2	0	0	0	2	0	0.0000
Shahe isopoda virus 1	1923421	YES	1	0	0	0	1	0	0.0000
Shahe isopoda virus 2	1923422	YES	1	0	0	0	1	0	0.0000
Shahe isopoda virus 3	1923423	YES	2	0	0	0	2	0	0.0000
Shahe isopoda virus 5	1923425	YES	4	0	0	0	4	0	0.0000
Shahe narna-like virus 1	1923429	YES	1	0	0	0	1	0	0.0000
Shahe narna-like virus 2	1923430	YES	1	0	0	0	1	0	0.0000
Shahe narna-like virus 3	1923431	YES	1	0	0	0	1	0	0.0000
Shahe narna-like virus 5	1923433	YES	1	0	0	0	1	0	0.0000
Shahe narna-like virus 7	1923435	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 1	1923439	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 10	1923440	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 11	1923441	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 12	1923442	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 13	1923443	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 14	1923444	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 2	1923445	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 3	1923446	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 4	1923447	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 5	1923448	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 6	1923449	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 7	1923450	YES	1	0	0	0	1	0	0.0000
Shahe picorna-like virus 8	1923451	YES	2	0	0	0	2	0	0.0000
Shahe picorna-like virus 9	1923452	YES	2	0	0	0	2	0	0.0000
Shahe qinvirus-like virus 1	1923453	YES	2	0	0	0	2	0	0.0000
Shahe sobemo-like virus 1	1923454	YES	2	0	0	0	2	0	0.0000
Shahe tombus-like virus 1	1923455	YES	2	0	0	0	2	0	0.0000
Shahe tombus-like virus 2	1923456	YES	2	0	0	0	2	0	0.0000
Shahe yuevirus-like virus 1	1923457	YES	2	0	0	0	2	0	0.0000
Shayang ascaridia galli virus 2	1923460	YES	12	0	0	0	12	0	0.0000
Shayang virga-like virus 1	1923463	YES	3	0	0	0	3	0	0.0000
Shuangao alphatetra-like virus 1	1923464	YES	4	0	0	0	4	0	0.0000
Shuangao chryso-like virus 1	1923465	YES	4	0	0	0	4	0	0.0000
Shuangao insect virus 10	1923466	YES	1	0	0	0	1	0	0.0000
Shuangao insect virus 11	1923467	YES	1	0	0	0	1	0	0.0000
Shuangao insect virus 12	1923468	YES	1	0	0	0	1	0	0.0000
Shuangao insect virus 8	1923469	YES	4	0	0	0	4	0	0.0000
Shuangao insect virus 9	1923470	YES	2	0	0	0	2	0	0.0000
Shuangao sobemo-like virus 1	1923474	YES	2	0	0	0	2	0	0.0000
Shuangao sobemo-like virus 2	1923475	YES	2	0	0	0	2	0	0.0000
Shuangao sobemo-like virus 3	1923476	YES	2	0	0	0	2	0	0.0000
Shuangao toti-like virus	1923477	YES	2	0	0	0	2	0	0.0000
Wenling crustacean virus 1	1923478	YES	3	0	0	0	3	0	0.0000
Wenling crustacean virus 10	1923479	YES	5	0	0	0	5	0	0.0000
Wenling crustacean virus 11	1923480	YES	5	0	0	0	5	0	0.0000
Wenling crustacean virus 12	1923481	YES	3	0	0	0	3	0	0.0000
Wenling crustacean virus 13	1923482	YES	3	0	0	0	3	0	0.0000
Wenling crustacean virus 14	1923483	YES	4	0	0	0	4	0	0.0000
Wenling crustacean virus 15	1923484	YES	3	0	0	0	3	0	0.0000
Wenling crustacean virus 2	1923485	YES	2	0	0	0	2	0	0.0000
Wenling crustacean virus 3	1923486	YES	2	0	0	0	2	0	0.0000
Wenling crustacean virus 4	1923487	YES	1	0	0	0	1	0	0.0000
Wenling crustacean virus 5	1923488	YES	2	0	0	0	2	0	0.0000
Wenling crustacean virus 6	1923489	YES	2	0	0	0	2	0	0.0000
Wenling crustacean virus 9	1923492	YES	3	0	0	0	3	0	0.0000
Wenling hepe-like virus 1	1923493	YES	5	0	0	0	5	0	0.0000
Wenling hepe-like virus 2	1923494	YES	4	0	0	0	4	0	0.0000
Wenling hepe-like virus 3	1923495	YES	4	0	0	0	4	0	0.0000
Wenling hepe-like virus 4	1923496	YES	6	0	0	0	6	0	0.0000
Wenling narna-like virus 1	1923501	YES	1	0	0	0	1	0	0.0000
Wenling narna-like virus 2	1923502	YES	1	0	0	0	1	0	0.0000
Wenling narna-like virus 3	1923503	YES	1	0	0	0	1	0	0.0000
Wenling narna-like virus 4	1923504	YES	1	0	0	0	1	0	0.0000
Wenling narna-like virus 5	1923505	YES	1	0	0	0	1	0	0.0000
Wenling narna-like virus 7	1923507	YES	2	0	0	0	2	0	0.0000
Wenling narna-like virus 9	1923509	YES	1	0	0	0	1	0	0.0000
Wenling nido-like virus 1	1923510	YES	3	0	0	0	3	0	0.0000
Wenling picorna-like virus 1	1923529	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 2	1923530	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 3	1923531	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 4	1923532	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 5	1923533	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 6	1923534	YES	1	0	0	0	1	0	0.0000
Wenling picorna-like virus 7	1923535	YES	2	0	0	0	2	0	0.0000
Wenling picorna-like virus 8	1923536	YES	1	0	0	0	1	0	0.0000
Wenling picorna-like virus 9	1923537	YES	1	0	0	0	1	0	0.0000
Wenling sobemo-like virus 1	1923540	YES	2	0	0	0	2	0	0.0000
Wenling sobemo-like virus 2	1923541	YES	2	0	0	0	2	0	0.0000
Wenling toga-like virus	1923542	YES	2	0	0	0	2	0	0.0000
Wenling tombus-like virus 1	1923543	YES	2	0	0	0	2	0	0.0000
Wenling tombus-like virus 2	1923544	YES	4	0	0	0	4	0	0.0000
Wenling tombus-like virus 3	1923545	YES	3	0	0	0	3	0	0.0000
Wenling tombus-like virus 4	1923546	YES	3	0	0	0	3	0	0.0000
Wenling tombus-like virus 5	1923547	YES	3	0	0	0	3	0	0.0000
Wenling toti-like virus 2	1923549	YES	2	0	0	0	2	0	0.0000
Wenling zhaovirus-like virus 1	1923551	YES	2	0	0	0	2	0	0.0000
Wenzhou bivalvia virus 1	1923553	YES	1	0	0	0	1	0	0.0000
Wenzhou bivalvia virus 2	1923554	YES	2	0	0	0	2	0	0.0000
